scan_date,scan_time,symbol,price,decision,direction,confidence,leverage,risk,momentum_24h,momentum_7d,volume_trend_pct,rsi,funding_rate,oi_change_pct,reasoning,sfp_signal
2026-06-29,01:00:01,PAXGUSDT,4070.8,HOLD,none,0.35,5,MEDIUM,-0.19,-2.15,-94.4,70.0,0.0019,-0.13,"RSI at 70 signals overbought conditions, violating BUY rule. 7d momentum at -2.15% remains within acceptable range but price is only 2.89% above 7d low with severely depressed volume (-94.4%), indicat",NONE
2026-06-29,01:00:01,SOLUSDT,71.68,HOLD,none,0.35,5,MEDIUM,-1.55,-3.29,-49.1,53.4,0.01,3.28,"7d momentum at -3.29% fails to trigger SELL (requires < -10%), while negative 24h momentum (-1.55%) blocks BUY signal. Price is 4.38% below 7d high (below -8% threshold) but RSI at 53.4 is neutral and",NONE
2026-06-29,01:00:01,SUIUSDT,0.6851,HOLD,none,0.35,5,MEDIUM,-3.51,-3.97,-66.4,45.1,0.0053,-1.04,"7d momentum of -3.97% fails to trigger SELL condition (requires < -10%), while 24h momentum of -3.51% fails to trigger BUY (requires positive). Price is 7.99% below 7d high but RSI at 45.1 lacks extre",NONE
2026-06-29,05:00:46,AAVEUSDT,89.85,HOLD,none,0.45,5,MEDIUM,-4.16,20.38,-43.3,56.9,-0.0008,-1.91,"Mixed signals prevent high-conviction entry. While 7d momentum is strong (+20.38%) and RSI is neutral (56.9), 24h momentum is negative (-4.16%), failing the BUY rule requirement. Volume is declining (",NONE
2026-06-29,05:00:46,BCHUSDT,190.5,HOLD,none,0.35,5,MEDIUM,-3.05,-3.98,-38.7,44.4,-0.0008,-0.72,"7d momentum of -3.98% does not meet SELL threshold (<-10%), and 24h momentum is negative excluding BUY setup. Price is 5.42% above 7d low with RSI at 44.4 (neutral, not oversold at >30), but volume is",NONE
2026-06-29,05:00:46,ICPUSDT,2.153,HOLD,none,0.35,5,MEDIUM,-0.05,-5.45,-51.5,57.0,0.0059,0.25,"7d momentum at -5.45% fails both BUY (>-10% required) and SELL (<-10% required) thresholds, creating mixed signals. Volume trend is down 51.5% with RSI at 57 (neutral), and while funding is benign at ",NONE
2026-06-29,05:00:46,KASUSDT,0.02773,SELL,short,0.72,6,MEDIUM,-1.77,-7.32,-65.8,59.6,0.005,-0.51,"7d momentum at -7.32% approaches the -10% threshold with price 8.78% below 7d high, meeting core short criteria. RSI at 59.6 is neutral (not oversold), volume is weak (-65.8% below avg), and funding a",NONE
2026-06-29,05:00:46,PAXGUSDT,4073.8,HOLD,none,0.35,5,MEDIUM,0.06,-2.07,-76.5,67.6,0.005,-0.2,"Mixed signals prevent a high-conviction entry. While 24h momentum is positive (+0.06%) and funding is reasonable (+0.0050%), the 7d momentum (-2.07%) sits just above the -10% SELL threshold, and volum",NONE
2026-06-29,05:00:46,SOLUSDT,71.04,HOLD,none,0.35,5,MEDIUM,-0.04,-4.49,-49.6,59.8,-0.0095,-0.26,"7d momentum of -4.49% fails to meet the -10% threshold for a short signal, while 24h momentum of -0.04% is insufficient for a long entry. Volume is declining (-49.6% vs 7d avg) and OI is shrinking, we",NONE
2026-06-29,05:00:46,SUIUSDT,0.6825,HOLD,none,0.35,5,MEDIUM,-0.36,-4.04,-69.0,54.0,0.0085,0.81,"Mixed signals prevent conviction: 7d momentum (-4.04%) fails to trigger short rules (needs < -10%), while 24h momentum (-0.36%) blocks long entry. RSI at 54 is neutral but volume collapse (-69% vs 7d ",NONE
2026-06-29,09:00:32,AAVEUSDT,90.55,HOLD,none,0.42,5,MEDIUM,-3.6,22.53,-41.3,44.2,0.0061,-0.95,"Mixed signals prevent conviction: 24h momentum is negative (-3.60%), failing the BUY condition despite strong 7d momentum (+22.53%) and healthy RSI (44.2). Volume trend is weak (-41.3% vs 7d avg), red",NONE
2026-06-29,09:00:32,APTUSDT,0.567,SELL,short,0.72,5,MEDIUM,-2.33,-12.39,-1.9,28.7,0.01,1.53,"7d momentum is deeply negative at -12.39% (below -10% threshold) and price sits only 0.69% above 7d low, meeting primary SELL criteria. RSI at 28.7 is approaching oversold (<25) but still in valid ran",NONE
2026-06-29,09:00:32,BCHUSDT,188.7,SELL,short,0.62,5,HIGH,-3.38,-3.08,-1.8,20.8,-0.0098,-0.34,"7d momentum at -3.08% remains negative, price is 8.00% below 7d high meeting SELL criteria, and RSI at 20.8 is deeply oversold (<25) creating HIGH risk. Negative funding (-0.0098%) and declining OI su",NONE
2026-06-29,09:00:32,BNBUSDT,547.6,SELL,short,0.68,5,HIGH,-1.65,-6.2,-6.2,21.9,0.0042,-0.38,"7d momentum is -6.20% (approaching -10% threshold) and price is 9.04% below 7d high, meeting SELL criteria. RSI at 21.9 is oversold (<25), triggering HIGH risk flag, but macro environment shows extrem",NONE
2026-06-29,09:00:32,DOGEUSDT,0.07255,SELL,short,0.72,6,MEDIUM,-2.57,-11.72,-35.6,30.8,-0.0046,-0.74,"7d momentum of -11.72% meets sell threshold, price is 14.71% below 7d high (exceeds 8% requirement), and RSI at 30.8 remains above oversold floor of 30. Negative funding rate (-0.0046%) supports short",NONE
2026-06-29,09:00:32,HBARUSDT,0.07053,SELL,short,0.72,5,MEDIUM,-1.88,-9.6,-17.4,33.2,-0.012,-0.76,"7d momentum at -9.60% is near the -10% threshold, and price is 12.57% below 7d high, meeting sell criteria. RSI at 33.2 is above oversold (>30), and negative funding rate (-0.0120%) suggests weak bull",NONE
2026-06-29,09:00:32,HYPEUSDT,60.983,SELL,short,0.72,5,MEDIUM,-1.12,-8.89,-34.1,28.2,0.01,-4.82,"7d momentum at -8.89% approaches the -10% threshold with price 12.3% below 7d high, meeting SELL criteria. RSI at 28.2 is oversold but still above the 25 danger zone, and low volume (-34.1%) confirms ",NONE
2026-06-29,09:00:32,ICPUSDT,2.127,HOLD,none,0.35,5,MEDIUM,-0.75,-3.71,-39.8,39.3,0.01,-0.75,"7d momentum at -3.71% fails to trigger SELL (needs < -10%), while negative 24h momentum (-0.75%) blocks BUY signal. Price is 8.20% below 7d high with RSI at 39.3 (not oversold >30), but volume compres",NONE
2026-06-29,09:00:32,PAXGUSDT,4062.5,HOLD,none,0.35,5,MEDIUM,-0.27,-1.8,-17.7,31.5,0.005,1.51,"7d momentum of -1.80% fails both BUY (>-10% required) and SELL (<-10% required) thresholds, creating mixed signals. RSI at 31.5 is near oversold territory (< 25 = high risk), and volume is declining (",NONE
2026-06-29,09:00:32,SOLUSDT,70.4,SELL,short,0.62,5,MEDIUM,-0.09,-2.79,-20.3,41.5,-0.0087,1.35,7d momentum of -2.79% combined with price 6.08% below 7d high meets short criteria. RSI at 41.5 (not oversold) and negative funding rate (-0.0087%) support entry. Volume declining (-20.3%) weakens con,NONE
2026-06-29,09:00:32,SUIUSDT,0.6754,HOLD,none,0.35,5,MEDIUM,-1.26,-2.51,-56.0,40.0,0.0,-0.52,"7d momentum of -2.51% fails to meet the -10% threshold for a short signal, while 24h momentum is negative, blocking a long entry. Price is 9.29% below 7d high with RSI at 40 (neutral zone), but critic",NONE
2026-06-29,09:00:32,TAOUSDT,203.57,SELL,short,0.72,8,HIGH,-2.57,-10.99,-20.2,25.2,0.005,0.27,"7d momentum at -10.99% meets short trigger, price is -13.81% from 7d high exceeding 8% threshold, and RSI at 25.2 is critically oversold (< 25) creating HIGH risk. Volume trend is negative (-20.2%), c",NONE
2026-06-29,13:00:14,AAVEUSDT,92.55,HOLD,none,0.35,5,MEDIUM,-2.26,23.66,-48.5,43.8,0.01,2.63,"7d momentum is strong at +23.66% and price is 31.20% above 7d low, supporting a long bias, but 24h momentum is negative (-2.26%) and volume is declining (-48.5%), creating conflicting signals. RSI at ",NONE
2026-06-29,13:00:14,APTUSDT,0.5797,HOLD,none,0.45,5,MEDIUM,-0.53,-11.83,19.4,36.6,0.01,-1.07,"Mixed signals prevent conviction: 7d momentum is -11.83% (below -10% threshold for shorts) and price is -15.46% from 7d high, meeting short criteria. However, RSI at 36.6 is near oversold (>30 rule me",BULLISH
2026-06-29,13:00:14,BCHUSDT,192.3,HOLD,none,0.42,5,MEDIUM,-1.23,-3.07,-10.8,34.5,-0.009,0.85,"Bullish swing failure pattern and negative funding rate provide tactical setup, but 7d momentum of -3.07% fails SELL rule threshold (<-10%) while 24h momentum remains negative, blocking BUY rule. RSI ",BULLISH
2026-06-29,13:00:14,BNBUSDT,553.7,HOLD,none,0.35,5,MEDIUM,-0.82,-6.09,-5.0,33.5,0.01,-0.02,"While the bullish swing failure pattern and RSI 33.5 (approaching oversold) suggest potential reversal setup, the 7d momentum at -6.09% does not meet the -10% threshold for a short signal, and 24h mom",BULLISH
2026-06-29,13:00:14,HYPEUSDT,62.568,SELL,short,0.68,5,MEDIUM,0.56,-4.42,-29.2,38.7,0.01,-0.67,"7d momentum at -4.42% approaches the -10% threshold, price is 10.02% below 7d high (exceeds 8% rule), and RSI at 38.7 confirms no oversold condition. Volume is weak (-29.2% vs 7d avg) but funding is n",NONE
2026-06-29,13:00:14,ICPUSDT,2.176,HOLD,none,0.45,5,MEDIUM,-0.46,-2.68,-23.4,44.5,0.0053,-1.08,"Bullish swing failure pattern and oversold RSI (44.5) suggest reversal potential, but 7d momentum (-2.68%) remains negative and lacks the >-10% threshold for SELL confirmation, while 24h momentum (-0.",BULLISH
2026-06-29,13:00:14,PAXGUSDT,4061.9,HOLD,none,0.35,5,MEDIUM,-0.3,-2.54,-9.8,45.1,0.005,2.11,"7d momentum at -2.54% fails both BUY (requires > -10%) and SELL (requires < -10%) criteria. RSI 45.1 is neutral, volume is declining (-9.8%), and price is only 3.49% below 7d high—insufficient for sho",NONE
2026-06-29,13:00:14,SOLUSDT,72.32,BUY,long,0.68,5,MEDIUM,2.12,-1.58,-4.3,46.7,0.01,-3.16,"24h momentum is positive (+2.12%) and 7d momentum (-1.58%) well above the -10% threshold, with a bullish swing failure pattern showing rejection of lower levels (70.11). RSI at 46.7 is neutral and fun",BULLISH
2026-06-29,13:00:14,SUIUSDT,0.6849,BUY,long,0.68,5,MEDIUM,0.19,-2.06,-48.3,43.2,0.0036,-1.3,"24h momentum is positive (+0.19%), 7d momentum of -2.06% remains above -10% threshold, and bullish swing failure pattern (wick below 0.6755 but recovery close) suggests failed breakdown. RSI at 43.2 i",BULLISH
2026-06-29,13:00:14,TAOUSDT,207.14,HOLD,none,0.45,5,MEDIUM,-0.9,-9.34,-31.9,36.6,0.005,-1.54,"Mixed signals prevent high-conviction entry: while the bullish swing failure pattern and RSI 36.6 (not oversold) suggest potential reversal, the 7d momentum of -9.34% fails the BUY threshold (needs >-",BULLISH
2026-06-29,17:00:02,AAVEUSDT,92.36,BUY,long,0.68,5,MEDIUM,1.63,21.85,-42.6,44.1,-0.0005,1.24,"24h momentum is positive (+1.63%) and 7d momentum is strongly positive (+21.85%), well above the -10% threshold. RSI at 44.1 is neutral (not overbought), funding is slightly negative (no squeeze risk)",NONE
2026-06-29,17:00:02,APTUSDT,0.5821,SELL,short,0.68,5,MEDIUM,-0.19,-13.42,-26.4,40.3,0.01,1.29,"APT meets SELL criteria: 7d momentum at -13.42% (below -10% threshold), price 15.11% below 7d high (exceeds 8% requirement), RSI at 40.3 (above oversold 30 level). Macro environment of extreme fear su",NONE
2026-06-29,17:00:02,BCHUSDT,196.2,HOLD,none,0.35,5,MEDIUM,1.55,-1.51,-12.2,47.6,0.0061,-0.99,"Mixed signals prevent conviction: 24h momentum is positive (+1.55%) and RSI is neutral (47.6), meeting BUY criteria partially. However, 7d momentum remains negative (-1.51%, above -10% threshold) and ",NONE
2026-06-29,17:00:02,BNBUSDT,553.7,SELL,short,0.72,5,MEDIUM,-0.43,-6.74,-34.3,31.4,0.01,-0.15,"7d momentum of -6.74% combined with price 8.02% below 7d high meets short entry criteria. RSI at 31.4 is near oversold (>30 threshold met) and funding at +0.0100% is well below excessive threshold, co",NONE
2026-06-29,17:00:02,DOTUSDT,0.8224,SELL,short,0.68,6,MEDIUM,0.78,-14.57,-26.2,31.1,0.01,-2.41,"7d momentum of -14.57% is significantly below -10% threshold, and price is -15.93% from 7d high, exceeding the 8% requirement. RSI at 31.1 is above oversold (<30) threshold, funding rate is benign at ",NONE
2026-06-29,17:00:02,PAXGUSDT,4055.1,HOLD,none,0.35,5,HIGH,-0.43,-3.12,-23.2,23.2,0.005,-1.02,"RSI at 23.2 is critically oversold (<25 threshold), triggering HIGH risk despite bullish swing failure pattern and extreme fear environment. 7d momentum at -3.12% fails BUY rule (needs >-10% to qualif",BULLISH
2026-06-29,21:00:02,APTUSDT,0.5828,SELL,short,0.68,5,MEDIUM,-0.73,-14.39,-42.9,38.4,0.01,-0.55,"7d momentum of -14.39% is significantly below -10% threshold, and price is -15.01% from 7d high, exceeding the 8% requirement. RSI at 38.4 is above oversold (>30), confirming weakness without extreme ",NONE
2026-06-29,21:00:02,BCHUSDT,196.6,HOLD,none,0.35,5,MEDIUM,1.55,-2.14,-36.2,50.2,0.01,-0.24,"Mixed signals prevent a high-conviction trade. While 24h momentum is positive (+1.55%) and RSI is neutral (50.2), the 7d momentum is only slightly negative (-2.14%, above -10% threshold) and volume is",NONE
2026-06-29,21:00:02,ICPUSDT,2.18,HOLD,none,0.35,5,MEDIUM,1.3,-5.05,-26.3,48.0,0.01,-0.14,"ICP shows mixed signals: 24h momentum is positive (+1.30%) supporting a BUY, but 7d momentum is only marginally above the -10% threshold at -5.05%, and volume is declining (-26.3% vs 7d average), fail",NONE
2026-06-29,21:00:02,PAXGUSDT,4032.7,SELL,short,0.72,6,HIGH,-0.99,-3.99,-15.1,16.1,0.005,-2.02,"7d momentum is -3.99% (approaching -10% threshold) with price 4.10% below 7d high, suggesting downtrend continuation. RSI at 16.1 is deeply oversold (<25), creating HIGH risk for squeeze/reversal. Vol",NONE
2026-06-29,21:00:02,TAOUSDT,206.02,SELL,short,0.72,8,MEDIUM,-1.2,-12.07,-57.8,33.1,0.005,0.3,"7d momentum of -12.07% is below the -10% threshold and price is 12.73% below 7d high, meeting core sell criteria. RSI at 33.1 is above the oversold level (>30), confirming weakness without extreme cap",NONE
2026-06-30,01:00:02,AAVEUSDT,90.04,BUY,long,0.68,5,MEDIUM,1.1,18.97,-27.6,35.6,-0.004,0.29,"24h momentum positive (+1.10%) and 7d momentum strongly bullish (+18.97%), well above the -10% threshold, with RSI at 35.6 (not overbought) and funding rate neutral to slightly negative, which reduces",NONE
2026-06-30,01:00:02,APTUSDT,0.5805,SELL,short,0.72,5,MEDIUM,-0.46,-13.06,37.4,34.7,0.0048,1.29,"7d momentum at -13.06% significantly below -10% threshold with price 13.89% below 7d high, meeting short entry criteria. RSI at 34.7 provides buffer above oversold (<30) floor, volume surge (+37.4%) c",NONE
2026-06-30,01:00:02,BCHUSDT,195.5,HOLD,none,0.35,5,MEDIUM,1.3,-2.78,-25.7,46.4,0.01,0.42,"Mixed signals prevent high-conviction entry: 24h momentum (+1.30%) is positive but 7d momentum (-2.78%) remains bearish, and volume is declining (-25.7% vs 7d avg), suggesting weak conviction on the b",NONE
2026-06-30,01:00:02,DOTUSDT,0.819,SELL,short,0.68,6,MEDIUM,1.09,-14.42,0.8,34.1,0.01,5.43,"7d momentum of -14.42% is well below -10% threshold and price is 14.79% below 7d high, meeting primary sell criteria. RSI at 34.1 is not oversold (>30), volume is confirming (+0.8%), and funding rate ",NONE
2026-06-30,01:00:02,HYPEUSDT,64.276,BUY,long,0.68,5,MEDIUM,1.84,-3.97,31.8,53.2,0.01,-1.77,"24h momentum positive (+1.84%) with 7d momentum (-3.97%) above -10% threshold, volume significantly elevated (+31.8%), and RSI neutral at 53.2. Funding rate minimal (+0.0100%) and OI declining (-1.77%",NONE
2026-06-30,01:00:02,ICPUSDT,2.152,HOLD,none,0.35,5,MEDIUM,-0.88,-5.74,-6.7,43.7,-0.0015,1.83,"7d momentum of -5.74% fails to meet the -10% threshold for a short signal, while 24h momentum of -0.88% and RSI at 43.7 (neutral) prevent a long setup. Price is only 5.99% below 7d high (well short of",NONE
2026-06-30,01:00:02,PAXGUSDT,4020.8,HOLD,none,0.35,5,HIGH,-1.26,-3.72,17.3,13.1,0.005,0.17,"RSI at 13.1 is deeply oversold (<25), triggering HIGH risk classification and violating both BUY and SELL criteria. While 7d momentum (-3.72%) supports potential long entry and funding is benign, the ",NONE
2026-06-30,01:00:02,SKYUSDT,0.05132,SELL,short,0.72,6,HIGH,3.59,-13.79,19.5,79.0,0.005,-0.13,"7d momentum is -13.79% (below -10% threshold) and price is 14.15% below 7d high (exceeds 8% requirement), with volume +19.5% confirming the move. However, RSI at 79.0 is critically overbought (>75), c",NONE
2026-06-30,05:00:03,BCHUSDT,200.7,HOLD,none,0.35,5,MEDIUM,5.41,1.11,-16.1,59.3,0.01,-1.26,"While 24h momentum is positive (+5.41%) and RSI is neutral (59.3), the bearish swing failure pattern (wicked above 198.3 but closed below) signals a failed breakout with reversal risk. Declining volum",BEARISH
2026-06-30,05:00:03,ETHUSDT,1619.53,BUY,long,0.72,6,MEDIUM,3.57,-6.58,67.1,61.6,0.01,0.93,"24h momentum is positive (+3.57%) and 7d momentum (-6.58%) remains above the -10% threshold, meeting core BUY criteria. RSI at 61.6 shows healthy upside momentum without overbought conditions, volume ",NONE
2026-06-30,05:00:03,HYPEUSDT,65.705,BUY,long,0.72,5,MEDIUM,6.0,-2.51,84.4,59.9,0.01,10.26,"Strong 24h momentum (+6.00%) with 7d momentum above -10% threshold (-2.51%) and elevated volume (+84.4%) confirm buy conditions. RSI at 59.9 is neutral, funding rate minimal at +0.0100%, and price rec",NONE
2026-06-30,05:00:03,ICPUSDT,2.174,HOLD,none,0.35,5,MEDIUM,1.73,-3.29,-30.7,49.8,0.01,0.01,"Mixed signals prevent high-conviction entry. While 24h momentum is positive (+1.73%) and RSI is neutral (49.8), the 7d momentum remains slightly negative (-3.29%, just above -10% threshold) and volume",NONE
2026-06-30,05:00:03,KASUSDT,0.0295,HOLD,none,0.35,5,HIGH,6.92,-0.03,35.8,71.9,0.005,-0.44,"RSI at 71.9 is in overbought territory (>70), violating BUY criteria despite positive 24h momentum (+6.92%) and acceptable 7d momentum (-0.03%). The -0.44% OI decline combined with rising price sugges",NONE
2026-06-30,05:00:03,LINKUSDT,7.441,BUY,long,0.68,5,LOW,3.0,-5.92,37.0,56.6,0.0054,-0.04,"24h momentum is positive (+3.00%) and 7d momentum (-5.92%) remains above the -10% threshold, satisfying buy criteria. Volume is elevated (+37.0%), RSI is neutral at 56.6 (not overbought), and funding ",NONE
2026-06-30,05:00:03,PAXGUSDT,4010.1,HOLD,none,0.35,5,HIGH,-1.55,-4.16,12.4,11.1,0.005,0.2,"RSI of 11.1 is deeply oversold (< 25), signaling extreme risk and potential snap-back volatility rather than a reliable entry. While 7d momentum (-4.16%) technically qualifies as >-10% and volume is e",NONE
2026-06-30,05:00:03,SKYUSDT,0.0533,HOLD,none,0.35,5,HIGH,7.37,-9.57,29.7,89.3,0.005,0.17,"RSI at 89.3 is severely overbought (>75), violating buy rule and triggering HIGH risk flag. While 24h momentum is positive (+7.37%) and volume confirms (+29.7%), the extreme RSI reading indicates exha",NONE
2026-06-30,05:00:03,SOLUSDT,75.45,BUY,long,0.72,6,MEDIUM,6.73,3.85,97.1,65.9,0.01,4.2,"SOL meets core BUY criteria: 24h momentum +6.73% and 7d momentum +3.85% both positive, volume surge +97.1% confirms buying pressure, RSI 65.9 below overbought threshold, and funding rate +0.0100% is b",NONE
2026-06-30,05:00:03,TAOUSDT,207.81,SELL,short,0.72,8,MEDIUM,1.73,-9.93,63.3,41.2,0.0027,-0.15,"7d momentum at -9.93% approaches the -10% threshold, price is 10.85% below 7d high meeting the >8% requirement, and volume is significantly elevated (+63.3%) confirming selling pressure. RSI at 41.2 i",NONE
2026-06-30,09:00:04,BCHUSDT,200.8,BUY,long,0.68,5,MEDIUM,5.24,1.77,-33.5,52.9,0.01,2.25,"24h momentum is positive (+5.24%) and 7d momentum is above -10% threshold (+1.77%), with RSI at 52.9 (neutral, not overbought). Funding rate is benign at +0.0100%, well below the +0.15% threshold. How",NONE
2026-06-30,09:00:04,ICPUSDT,2.2,BUY,long,0.62,5,LOW,2.71,-1.61,-19.1,51.6,0.01,1.0,"24h momentum is positive (+2.71%) and 7d momentum is only slightly negative (-1.61%), well above the -10% threshold. RSI at 51.6 is neutral, funding at +0.0100% is benign, and OI increase of +1.00% is",NONE
2026-06-30,09:00:04,KASUSDT,0.03026,HOLD,none,0.35,5,HIGH,9.28,3.17,74.1,74.8,0.005,-0.84,"RSI at 74.8 is overbought (>70 threshold), disqualifying a BUY despite positive 24h momentum (+9.28%) and acceptable funding rate. While 7d momentum (+3.17%) is positive and volume is strong (+74.1%),",NONE
2026-06-30,09:00:04,LINKUSDT,7.407,BUY,long,0.62,5,MEDIUM,1.95,-5.87,-8.2,46.7,0.01,2.44,"24h momentum is positive (+1.95%) and 7d momentum of -5.87% remains above the -10% threshold, meeting buy criteria. RSI at 46.7 is neutral, funding is minimal (+0.0100%), and macro regime shows slight",NONE
2026-06-30,09:00:04,PAXGUSDT,4011.2,HOLD,none,0.35,5,HIGH,-1.19,-4.1,-56.4,11.4,0.005,-0.18,"RSI at 11.4 is deeply oversold (<25), triggering HIGH risk flag and invalidating both BUY and SELL setups. While 7d momentum at -4.10% exceeds BUY threshold and funding is benign, the extreme RSI comp",NONE
2026-06-30,09:00:04,SKYUSDT,0.05257,HOLD,none,0.35,5,HIGH,5.97,-11.2,-7.2,82.7,0.005,0.45,"RSI at 82.7 is severely overbought (>75), triggering HIGH risk despite positive 24h momentum. 7d momentum at -11.20% breaches the -10% SELL threshold, but price is only -12.06% from 7d high (below the",NONE
2026-06-30,13:00:16,BCHUSDT,200.2,BUY,long,0.72,5,LOW,3.2,2.25,-37.3,58.4,0.0,-0.43,"24h momentum is positive (+3.20%) and 7d momentum is healthy (+2.25%), well above the -10% threshold. RSI at 58.4 is neutral (not overbought), funding is neutral at 0.0000%, and price is only 1.38% be",NONE
2026-06-30,13:00:16,ICPUSDT,2.152,HOLD,none,0.35,5,MEDIUM,-1.24,-4.06,-16.2,49.7,-0.0025,-0.08,"24h momentum is negative (-1.24%), failing the BUY rule requirement for positive momentum. 7d momentum (-4.06%) is above the -10% SELL threshold, and price is only 5.99% below 7d high (below 8% requir",NONE
2026-06-30,13:00:16,PAXGUSDT,3967.3,HOLD,none,0.35,5,HIGH,-2.4,-4.16,59.0,8.0,0.0038,-0.27,"RSI at 8.0 is deeply oversold (<25), creating squeeze risk and potential for sharp reversals that violate both BUY and SELL rule thresholds. While 7d momentum is -4.16% (within BUY tolerance) and volu",NONE
2026-06-30,17:00:11,ICPUSDT,2.148,HOLD,none,0.35,5,MEDIUM,-0.88,-1.69,-48.5,50.9,0.004,-0.56,"ICP shows mixed signals: 7d momentum at -1.69% (above -10% threshold) and RSI neutral at 50.9 are positive, but 24h momentum is negative (-0.88%), volume is 48.5% below 7d average, and open interest i",NONE
2026-06-30,17:00:11,LINKUSDT,7.293,HOLD,none,0.35,5,MEDIUM,-0.34,-4.74,-39.7,50.2,0.01,2.0,"24h momentum is negative (-0.34%), failing the BUY criteria despite 7d momentum (-4.74%) being above the -10% SELL threshold. RSI at 50.2 is neutral but volume is declining (-39.7% vs 7d avg), reducin",NONE
2026-06-30,17:00:11,SKYUSDT,0.05355,HOLD,none,0.35,5,HIGH,7.25,-6.92,7.5,86.7,0.005,1.02,"RSI at 86.7 is severely overbought (>75), triggering HIGH risk protocol and violating BUY criteria despite positive 24h momentum (+7.25%). The 7d momentum remains negative (-6.92%), and while price is",NONE
2026-06-30,21:00:06,BCHUSDT,200.9,BUY,long,0.72,5,MEDIUM,2.29,5.18,-25.4,63.8,-0.0001,0.86,"BCH meets BUY criteria: 24h momentum +2.29% (positive), 7d momentum +5.18% (>-10%), RSI 63.8 (not overbought <70), funding -0.0001% (not excessive). Price recovered 11.18% from 7d low with rising 7d m",NONE
2026-06-30,21:00:06,ETHUSDT,1583.39,HOLD,none,0.35,5,MEDIUM,0.58,-4.61,-56.2,52.9,-0.0028,3.61,"Mixed signals prevent conviction: 24h momentum (+0.58%) and funding (-0.0028%) are favorable for longs, but 7d momentum (-4.61%) remains negative and volume is significantly below average (-56.2%), su",NONE
2026-06-30,21:00:06,KASUSDT,0.0306,HOLD,none,0.35,5,HIGH,8.32,4.51,169.8,77.7,0.0038,-1.61,"RSI at 77.7 is overbought (>75), triggering HIGH risk classification and disqualifying a BUY despite positive momentum. Bearish swing failure pattern (wicked above 0.03091 but closed below) signals po",BEARISH
2026-06-30,21:00:06,LINKUSDT,7.274,HOLD,none,0.35,5,MEDIUM,-0.38,-4.42,-49.0,48.0,-0.0101,1.9,"7d momentum of -4.42% fails both buy (needs >-10%) and sell (needs <-10%) criteria, creating mixed signals. RSI at 48 is neutral, volume is weak (-49% vs 7d avg), and negative funding rate suggests sl",NONE
2026-06-30,21:00:06,PAXGUSDT,4024.8,HOLD,none,0.35,5,MEDIUM,-0.29,-2.23,14.6,36.5,0.0013,0.98,"7d momentum at -2.23% fails to meet BUY threshold (requires > -10%) and price is only -2.74% from 7d high, failing SELL criteria (requires > -8%). RSI at 36.5 shows weakness but avoids oversold extrem",NONE
2026-06-30,21:00:06,SKYUSDT,0.054,HOLD,none,0.35,5,HIGH,6.7,-5.36,98.3,86.0,0.005,0.93,"RSI at 86.0 indicates extreme overbought conditions, violating the BUY rule (RSI < 70) despite positive 24h momentum (+6.70%) and acceptable 7d momentum (-5.36%). Strong volume (+98.3%) and low fundin",NONE
2026-06-30,21:00:06,SOLUSDT,73.63,BUY,long,0.68,5,MEDIUM,1.59,6.31,-41.4,63.2,-0.0033,-2.12,"24h momentum is positive (+1.59%) and 7d momentum strong (+6.31%), well above -10% threshold. RSI at 63.2 is healthy (not overbought <70) and funding rate is neutral at -0.0033% (well within acceptabl",NONE
2026-06-30,21:00:06,TRXUSDT,0.31688,HOLD,none,0.35,5,HIGH,-1.61,-3.89,-7.0,33.0,-0.0834,-0.68,"RSI at 33.0 is near oversold territory (<25 threshold for HIGH risk), creating squeeze risk. While 7d momentum (-3.89%) avoids the -10% SELL trigger and funding is neutral, the 24h momentum is negativ",NONE
2026-07-01,01:00:02,AAVEUSDT,84.98,HOLD,none,0.45,5,MEDIUM,-6.21,18.0,-29.6,37.4,0.0066,0.97,"Mixed signals prevent high-conviction entry. While 7d momentum is strong (+18%) and RSI (37.4) is not oversold, the negative 24h momentum (-6.21%) fails the BUY rule requirement. The price is 14.35% b",NONE
2026-07-01,01:00:02,ETHUSDT,1562.03,HOLD,none,0.42,5,MEDIUM,-1.11,-5.83,8.9,46.4,-0.0014,1.16,"7d momentum of -5.83% is above the -10% short threshold, but 24h momentum is negative (-1.11%), failing the long confirmation. Price is 7.72% below 7d high (close to 8% threshold) with RSI at 46.4 (ne",NONE
2026-07-01,01:00:02,ICPUSDT,2.119,HOLD,none,0.35,5,MEDIUM,-1.81,-1.4,45.1,41.7,-0.0132,1.25,"7d momentum (-1.40%) fails to meet BUY threshold (requires >-10%) and 24h momentum is negative, blocking long entry. Short criteria also unmet: 7d momentum not sufficiently bearish (<-10%) and price o",NONE
2026-07-01,01:00:02,KASUSDT,0.03069,HOLD,none,0.35,5,HIGH,9.53,7.72,282.2,73.8,0.005,4.21,"RSI at 73.8 is overbought (approaching > 75 threshold), triggering HIGH risk classification despite positive momentum and strong volume confirmation. While 24h momentum (+9.53%) and 7d momentum (+7.72",NONE
2026-07-01,01:00:02,LINKUSDT,7.169,HOLD,none,0.35,5,MEDIUM,-2.1,-5.88,-0.4,41.2,-0.0015,0.19,"24h momentum is negative (-2.10%), failing the primary BUY condition despite 7d momentum (-5.88%) being above the -10% SELL threshold. RSI at 41.2 is neutral (not oversold >30), but the combination of",NONE
